id_cliente;edad;ciudad;tipo_cliente;dias_registrado;compras_totales;compras_ultimos_90_dias;gasto_total_90_dias;promedio_compra;dias_desde_ultima_compra;frecuencia_compra_dias;regularidad_compra;porcentaje_descuentos_usados;usa_domicilio;reclamos;calificacion_promedio;abandono
272;42;Ambato;Minorista;717;80;8;231.61;31.28;17;9;3.97;0.99;0;1;4.1;0
273;38;Ambato;Minorista;1135;54;3;60.94;17.76;76;20;2.43;0.41;0;1;4.4;0
274;62;Loja;Minorista;878;73;3;70.63;23.64;77;12;1.02;0.55;0;1;4.3;0
275;55;Manta;Minorista;149;12;1;33.73;32.39;28;9;2.19;0.58;0;0;4.4;0
276;52;Manta;Minorista;935;113;4;114.03;27.7;49;8;5.48;0.59;1;0;5.0;0
277;59;Cuenca;Mayorista;305;98;13;921.15;71.25;36;3;1.8;0.92;0;1;4.3;0
278;19;Manta;Mayorista;787;88;4;584.44;152.33;13;10;2.04;0.03;0;0;4.7;0
279;34;Cuenca;Minorista;965;63;3;22.85;9.36;52;14;7.21;0.55;1;3;2.7;1
280;29;Guayaquil;Minorista;1290;185;0;0.0;32.9;72;7;1.0;0.06;0;0;4.7;1
281;34;Guayaquil;Minorista;445;28;2;15.81;9.79;40;16;3.3;0.83;1;0;4.3;1
282;41;Guayaquil;Minorista;846;163;0;0.0;25.2;83;5;1.19;0.3;1;2;3.7;1
283;43;Quito;Minorista;206;21;0;0.0;10.13;83;15;0.96;0.26;1;1;3.4;1
284;44;Ambato;Mayorista;166;31;7;648.7;78.06;31;6;2.6;0.25;1;0;3.3;0
285;26;Quito;Minorista;1335;226;0;0.0;18.86;83;6;4.6;0.9;0;0;4.2;1
286;42;Ambato;Mayorista;699;140;2;270.86;159.71;84;5;2.78;0.29;0;1;4.7;1
287;32;Guayaquil;Minorista;1355;93;4;44.76;13.88;5;16;2.34;0.58;0;1;4.3;0
288;67;Ambato;Minorista;167;15;7;61.99;10.67;5;13;1.62;0.59;0;0;4.4;0
289;65;Guayaquil;Minorista;389;31;1;28.89;28.2;76;12;2.95;0.25;1;1;4.0;1
290;64;Manta;Minorista;703;52;7;250.24;34.71;40;13;3.0;0.9;0;1;3.7;0
291;62;Quito;Minorista;1261;76;2;57.61;30.53;17;16;2.74;0.91;0;0;5.0;0
292;44;Guayaquil;Minorista;298;20;4;36.23;8.45;35;10;2.33;0.6;0;0;4.2;0
293;37;Manta;Mayorista;419;47;10;1435.66;161.38;18;8;2.25;0.24;0;0;4.6;0
294;34;Ambato;Minorista;448;38;0;0.0;33.38;32;13;1.74;0.9;1;0;3.8;0
295;49;Loja;Minorista;1217;63;2;32.26;15.78;14;18;1.65;0.03;1;0;4.0;0
296;62;Quito;Minorista;1247;117;7;216.35;34.15;24;10;3.57;0.05;1;1;3.8;0
297;33;Guayaquil;Minorista;827;77;0;0.0;19.99;69;12;4.12;0.66;1;0;4.4;1
298;21;Manta;Mayorista;1146;103;7;641.54;89.94;18;11;3.1;0.22;1;0;4.4;0
299;20;Loja;Mayorista;1159;195;9;1392.16;158.45;41;6;2.06;0.13;1;1;4.7;0
300;50;Cuenca;Minorista;142;4;0;0.0;24.81;74;16;3.04;0.42;1;0;3.8;1
301;65;Loja;Mayorista;524;66;6;343.57;66.29;58;8;1.82;0.34;1;0;4.7;0
302;29;Ambato;Mayorista;150;27;2;177.5;110.4;75;5;3.02;0.95;0;1;4.3;1
303;65;Ambato;Minorista;327;72;17;435.64;23.28;2;5;1.64;0.13;0;0;4.5;0
304;60;Manta;Minorista;46;1;3;105.73;30.07;36;9;2.37;0.34;1;0;4.1;0
305;40;Ambato;Minorista;429;20;0;0.0;17.03;52;16;2.05;0.53;0;0;4.2;1
306;69;Guayaquil;Minorista;314;36;5;80.81;19.01;36;8;2.96;0.58;0;1;3.8;0
307;46;Loja;Minorista;563;88;1;15.49;14.49;73;6;0.79;0.83;0;0;4.7;0
308;39;Manta;Minorista;1018;52;0;0.0;34.39;68;20;3.57;0.87;0;2;4.2;1
309;27;Cuenca;Minorista;159;14;3;53.6;19.6;16;18;2.54;0.13;0;1;3.6;0
310;59;Quito;Minorista;740;85;7;95.1;11.4;19;9;3.58;0.32;1;2;3.7;0
311;19;Guayaquil;Minorista;1369;97;3;47.01;14.78;77;14;4.07;0.21;0;1;3.7;0
312;43;Cuenca;Minorista;1375;80;0;0.0;24.81;73;16;2.43;0.78;0;0;5.0;1
313;41;Loja;Minorista;952;62;4;71.21;21.51;66;16;4.84;0.09;1;0;4.7;1
314;39;Guayaquil;Minorista;65;1;5;155.25;26.35;45;13;1.44;0.66;1;0;4.2;0
315;56;Guayaquil;Minorista;739;54;0;0.0;11.63;87;14;3.35;0.83;0;0;4.8;1
316;40;Manta;Minorista;645;59;2;17.36;8.0;43;10;0.94;0.01;0;2;3.2;1
317;22;Manta;Minorista;1254;74;2;35.85;20.96;22;17;0.89;0.08;0;1;4.4;0
318;52;Quito;Minorista;222;17;3;60.53;18.87;1;12;1.12;0.13;0;1;4.5;0
319;61;Ambato;Minorista;1257;253;10;290.38;27.72;39;5;3.8;0.19;1;1;4.6;0
320;60;Loja;Minorista;240;23;2;29.24;16.05;26;11;3.31;0.83;0;0;5.0;0
321;48;Ambato;Minorista;468;27;4;58.88;15.34;27;14;3.41;0.6;0;0;5.0;0
322;24;Guayaquil;Minorista;296;26;7;144.15;17.68;12;14;1.27;0.68;0;1;4.5;0
323;28;Ambato;Mayorista;1401;195;3;302.87;100.72;57;7;2.3;0.16;1;0;4.6;0
324;55;Manta;Minorista;647;66;7;137.23;20.3;38;11;1.72;0.2;1;0;4.7;0
325;24;Loja;Minorista;410;48;4;44.92;13.64;60;8;1.63;0.55;1;0;4.2;0
326;69;Ambato;Minorista;1336;185;9;123.47;16.0;28;7;2.23;0.6;0;0;4.0;0
327;63;Cuenca;Minorista;1092;182;15;507.26;30.37;22;6;2.01;0.28;0;1;4.6;0
328;41;Ambato;Minorista;627;112;10;259.55;26.15;30;5;1.69;0.44;1;0;4.3;0
329;61;Loja;Mayorista;303;31;4;296.96;65.8;38;10;0.76;0.83;1;0;4.2;0
330;19;Loja;Minorista;1225;101;4;30.18;8.39;57;12;2.37;0.42;0;0;4.5;0
331;26;Ambato;Minorista;983;60;3;29.78;10.16;59;17;1.13;0.16;0;1;3.3;1
332;55;Cuenca;Minorista;618;32;1;17.86;21.65;47;17;2.65;0.57;1;0;4.2;1
333;31;Ambato;Minorista;1386;101;9;97.9;9.23;22;14;3.22;0.84;1;0;4.8;0
334;31;Ambato;Minorista;966;74;6;67.74;11.85;25;14;1.55;0.0;0;0;4.5;0
335;44;Manta;Minorista;140;2;1;25.63;27.67;68;19;3.11;0.39;0;0;4.6;1
336;35;Manta;Minorista;1119;119;5;136.41;32.91;47;9;1.42;0.78;0;0;4.0;0
337;43;Ambato;Minorista;779;36;1;26.85;27.73;43;21;3.79;0.58;0;0;4.3;1
338;55;Loja;Mayorista;1396;89;4;540.75;141.05;28;15;1.8;0.67;0;1;3.5;0
339;30;Quito;Minorista;520;70;14;289.58;23.4;21;7;0.87;0.74;1;0;4.3;0
340;44;Loja;Mayorista;675;118;3;510.52;155.55;57;6;2.19;0.13;0;1;5.0;0
341;45;Manta;Minorista;966;102;1;22.53;27.83;41;9;2.46;0.58;1;0;4.2;1
342;36;Quito;Minorista;175;10;2;51.16;22.08;88;12;2.77;0.89;1;0;4.9;1
343;40;Guayaquil;Minorista;752;154;0;0.0;15.26;73;5;2.84;0.25;1;0;5.0;1
344;23;Guayaquil;Minorista;902;50;1;15.02;15.65;18;18;4.1;0.8;1;0;5.0;0
345;32;Cuenca;Minorista;1122;46;3;27.94;8.51;18;21;2.59;0.21;0;1;4.1;0
346;70;Cuenca;Minorista;296;24;6;79.19;13.66;13;11;3.34;0.04;0;0;4.4;0
347;40;Ambato;Minorista;1204;233;5;163.11;34.07;69;5;3.77;0.13;1;1;4.6;0
348;20;Cuenca;Minorista;727;46;0;0.0;28.12;84;15;0.65;0.2;1;1;3.7;1
349;32;Cuenca;Minorista;246;11;1;9.63;9.69;14;16;1.11;0.11;1;0;4.4;0
350;34;Cuenca;Minorista;202;6;3;36.41;10.63;24;22;2.03;0.67;0;0;4.4;0
351;68;Ambato;Minorista;923;58;3;33.08;10.27;38;15;2.34;0.24;0;2;3.9;1
352;21;Manta;Mayorista;1088;108;8;1157.3;146.1;7;10;2.08;0.17;0;1;4.4;0
353;53;Quito;Minorista;194;10;2;45.74;27.15;48;21;2.95;0.84;0;1;3.8;1
354;69;Guayaquil;Minorista;692;78;3;27.96;9.91;79;8;2.04;0.7;1;1;4.2;0
355;41;Manta;Minorista;381;35;2;34.87;17.29;34;11;0.92;0.44;0;0;4.4;0
356;31;Quito;Minorista;421;49;0;0.0;31.47;78;8;0.41;0.82;0;1;3.7;1
357;66;Guayaquil;Minorista;968;192;18;468.54;28.15;2;5;3.15;0.85;0;1;3.4;0
358;26;Loja;Minorista;641;55;5;53.14;12.53;34;10;2.68;0.93;0;1;3.9;0
359;35;Guayaquil;Minorista;1336;71;5;138.21;32.78;28;17;1.52;0.23;1;0;4.5;0
360;35;Ambato;Minorista;723;68;1;34.54;30.01;39;10;3.35;0.03;1;0;4.9;1
361;20;Loja;Minorista;100;7;5;153.2;31.94;40;13;1.65;0.86;0;1;4.3;0
362;37;Ambato;Minorista;1464;158;3;37.86;12.99;47;9;1.42;0.98;1;0;3.7;0
363;58;Cuenca;Minorista;583;51;8;287.35;30.8;17;11;1.06;0.72;0;0;4.7;0
364;46;Loja;Mayorista;739;150;4;417.47;117.94;61;5;2.09;0.8;0;0;4.5;0
365;24;Manta;Minorista;137;9;2;51.84;23.99;68;8;4.4;0.19;0;0;4.8;1
366;37;Guayaquil;Minorista;158;11;0;0.0;29.41;70;15;1.68;0.97;0;0;4.2;1
367;62;Quito;Mayorista;596;65;5;633.98;120.98;61;9;2.52;0.48;0;0;4.0;0
368;51;Quito;Minorista;198;23;2;55.91;24.89;58;13;2.26;0.31;1;1;3.8;1
369;43;Loja;Minorista;255;27;1;13.26;14.41;60;14;2.1;0.64;1;0;5.0;1
370;45;Ambato;Minorista;216;15;5;106.02;21.97;36;12;2.04;0.07;1;0;4.0;0
371;27;Quito;Mayorista;566;191;17;1467.77;84.85;38;3;0.81;0.23;0;0;4.1;0
372;26;Manta;Minorista;865;80;6;78.03;15.62;55;11;2.94;0.3;0;0;4.7;0
373;26;Quito;Minorista;1067;124;6;116.53;23.63;82;9;2.58;0.31;0;0;4.8;0
374;69;Manta;Mayorista;567;179;11;1241.74;113.38;49;3;3.34;0.57;0;0;4.4;0
375;20;Quito;Mayorista;1102;225;8;820.02;100.71;52;5;4.08;0.04;1;0;4.5;0
376;33;Quito;Minorista;173;27;8;175.88;25.14;6;9;2.86;0.2;0;0;5.0;0
377;62;Loja;Minorista;753;81;9;238.31;24.69;12;8;3.16;0.67;0;0;4.9;0
378;19;Manta;Minorista;625;57;0;0.0;23.49;78;13;1.81;0.9;1;0;4.6;1
379;69;Quito;Mayorista;152;55;10;967.64;84.84;71;3;4.18;0.08;0;1;3.5;1
380;40;Manta;Minorista;1346;135;0;0.0;16.7;72;10;2.99;0.44;1;0;4.9;1
381;27;Quito;Minorista;393;28;5;81.93;16.17;10;12;2.94;0.56;1;0;4.9;0
382;21;Ambato;Minorista;879;56;0;0.0;27.47;81;16;2.32;0.02;1;0;3.7;1
383;25;Ambato;Minorista;665;111;2;36.92;18.41;84;6;1.61;0.86;1;0;3.7;0
384;56;Manta;Minorista;1073;71;7;218.93;27.57;1;15;2.01;0.85;1;0;4.8;0
385;34;Manta;Minorista;1104;108;4;46.9;12.85;10;11;4.01;0.46;0;0;4.3;0
386;44;Ambato;Minorista;139;7;6;137.96;20.59;26;14;0.77;0.38;0;0;3.7;0
387;57;Manta;Mayorista;318;67;14;2145.5;163.3;33;5;0.76;0.65;1;0;4.4;0
388;27;Manta;Minorista;372;54;4;132.76;30.9;68;8;1.4;0.27;1;0;4.2;0
389;41;Loja;Mayorista;575;92;3;188.17;67.67;57;6;2.71;0.22;1;0;4.1;0
390;28;Ambato;Minorista;1161;96;1;21.52;26.76;86;12;3.78;0.35;0;0;4.4;1
391;26;Ambato;Mayorista;573;75;2;139.98;75.75;75;7;3.47;0.2;0;0;3.9;1
392;32;Cuenca;Minorista;739;84;7;280.93;33.49;26;8;0.55;0.44;0;0;4.4;0
393;40;Guayaquil;Minorista;664;43;2;26.65;16.58;68;14;3.02;0.38;1;1;4.3;1
394;45;Cuenca;Minorista;1365;112;0;0.0;17.81;58;12;1.41;0.7;1;2;3.0;1
395;32;Guayaquil;Minorista;707;80;2;73.02;34.54;54;8;1.19;0.72;0;0;4.8;1
396;26;Loja;Mayorista;602;202;10;1259.16;138.43;63;3;2.14;0.13;1;1;5.0;0
397;29;Manta;Minorista;1122;133;7;191.8;23.75;17;8;2.34;0.15;0;0;4.8;0
398;40;Cuenca;Minorista;927;185;12;197.81;16.39;40;5;2.37;0.36;0;2;4.0;0
399;47;Ambato;Minorista;1033;56;0;0.0;8.82;86;18;2.29;0.87;1;1;3.3;1
400;67;Guayaquil;Minorista;66;3;7;89.67;12.74;18;12;2.26;0.82;0;1;3.7;0
401;30;Guayaquil;Minorista;260;28;3;40.39;11.37;60;11;4.74;0.64;1;0;4.5;0
402;57;Cuenca;Minorista;1224;174;7;218.32;34.64;49;7;3.58;0.79;0;0;4.5;0
403;33;Cuenca;Mayorista;1291;433;11;1193.19;116.67;54;3;3.12;0.95;0;0;4.2;0
404;20;Manta;Minorista;1206;102;0;0.0;10.01;55;12;2.4;0.71;1;0;4.9;0
405;30;Loja;Minorista;230;23;8;199.82;28.21;47;10;2.92;0.87;1;0;3.5;0
406;62;Loja;Minorista;1441;108;1;12.9;15.33;73;15;1.86;0.67;1;0;4.4;0
407;41;Quito;Minorista;1332;260;16;485.43;29.44;9;5;4.31;0.34;1;1;3.7;0
408;49;Manta;Minorista;987;66;0;0.0;10.15;46;15;3.53;0.24;1;0;4.6;1
409;51;Ambato;Mayorista;961;155;12;2499.15;176.01;9;6;3.16;0.25;1;1;4.3;0
410;19;Guayaquil;Minorista;264;23;2;45.77;27.88;48;10;2.34;0.35;0;0;4.3;1
411;59;Manta;Minorista;162;21;6;185.87;34.55;66;12;0.69;0.68;0;1;3.9;0
412;67;Ambato;Minorista;74;2;5;149.49;26.55;44;11;0.44;0.94;1;1;3.7;0
413;29;Quito;Minorista;1146;63;0;0.0;14.45;66;16;1.68;0.41;1;0;4.0;1
414;55;Guayaquil;Minorista;181;9;0;0.0;29.0;89;12;2.01;0.69;1;0;4.9;1
415;34;Manta;Minorista;799;72;3;51.27;19.99;52;11;2.26;0.86;1;0;4.9;0
416;56;Cuenca;Mayorista;1066;100;4;486.78;123.78;12;11;0.93;0.57;0;0;3.7;0
417;22;Cuenca;Minorista;759;51;5;81.1;20.0;56;15;2.97;0.45;0;0;4.5;0
418;51;Loja;Mayorista;493;158;24;2380.44;114.61;17;3;3.61;0.3;1;1;3.4;0
419;66;Cuenca;Minorista;78;19;9;89.41;10.2;5;9;2.11;0.29;1;0;4.4;0
420;55;Manta;Mayorista;192;47;9;880.3;116.07;13;6;3.57;0.83;1;0;4.6;0
421;47;Cuenca;Minorista;1367;230;13;281.53;18.4;7;6;1.76;0.61;0;0;5.0;0
422;46;Manta;Minorista;211;9;9;206.12;20.53;4;13;4.49;1.0;0;1;4.4;0
423;48;Cuenca;Minorista;1155;94;7;115.38;14.89;65;13;3.79;0.75;1;0;4.9;0
424;61;Cuenca;Minorista;989;100;6;145.24;20.66;34;10;0.83;0.53;0;0;4.9;0
425;65;Quito;Minorista;718;54;3;62.9;25.7;26;14;2.05;0.6;1;3;3.2;0
426;43;Cuenca;Minorista;387;29;0;0.0;17.02;64;14;2.22;0.72;1;1;4.0;1
427;46;Manta;Mayorista;1324;124;0;0.0;108.14;80;11;2.84;0.4;0;0;4.5;1
428;31;Manta;Minorista;402;38;0;0.0;34.1;88;9;3.35;0.72;0;1;3.8;1
429;53;Guayaquil;Minorista;902;62;5;80.42;17.27;1;15;1.52;0.6;1;0;4.8;0
430;40;Manta;Minorista;1055;68;3;24.86;8.52;65;15;3.26;0.77;1;0;4.2;0
431;61;Cuenca;Mayorista;874;172;12;1256.31;90.41;35;5;1.58;0.57;1;0;4.2;0
432;60;Loja;Mayorista;426;33;0;0.0;159.96;87;11;3.16;0.2;1;0;4.4;1
433;58;Cuenca;Minorista;484;32;4;68.48;20.66;36;12;0.85;0.82;1;0;4.4;0
434;18;Guayaquil;Minorista;1378;166;5;94.8;22.71;53;8;1.74;0.12;1;0;4.3;0
435;38;Guayaquil;Minorista;413;17;0;0.0;12.95;73;13;1.45;0.47;0;2;3.4;1
436;36;Guayaquil;Minorista;1176;96;8;150.52;21.21;12;12;2.66;0.1;1;1;3.7;0
437;62;Quito;Mayorista;391;134;24;3552.12;135.98;18;3;2.22;0.26;1;1;3.8;0
438;66;Guayaquil;Minorista;1225;310;17;614.54;30.13;20;4;1.68;0.66;1;0;4.2;0
439;25;Quito;Minorista;841;66;0;0.0;10.7;69;14;1.48;0.82;0;0;4.4;1
440;20;Loja;Minorista;459;66;6;57.78;11.72;44;8;4.02;0.79;1;0;4.9;0
441;63;Manta;Minorista;87;4;1;20.88;25.21;56;12;1.2;0.36;0;0;4.5;1
442;41;Manta;Minorista;1251;127;7;227.81;29.97;42;10;2.9;0.15;1;0;4.4;0
443;63;Quito;Minorista;585;60;3;116.05;33.91;30;10;2.53;0.86;0;0;4.6;0
444;44;Loja;Minorista;731;45;4;84.42;19.41;29;14;4.5;0.23;0;0;4.3;0
445;49;Ambato;Minorista;553;59;6;136.12;27.95;69;8;4.27;0.54;0;0;4.7;1
446;33;Ambato;Minorista;580;68;8;145.58;15.86;38;7;4.4;0.62;0;0;4.8;0
447;46;Guayaquil;Minorista;1239;115;9;262.98;25.2;6;11;2.47;0.46;1;0;4.1;0
448;70;Cuenca;Minorista;280;13;1;35.8;33.02;25;20;3.17;0.08;1;1;3.0;1
449;66;Quito;Minorista;1456;106;5;137.4;34.27;11;13;0.28;0.41;1;0;4.0;0
450;65;Ambato;Minorista;1077;141;2;24.59;13.73;58;8;1.72;0.23;0;0;3.9;1
451;66;Quito;Mayorista;1245;420;21;1855.25;79.16;24;3;2.83;0.62;0;0;4.8;0
452;55;Manta;Minorista;1202;90;4;71.86;22.05;70;13;2.79;0.69;1;2;3.3;0
453;63;Guayaquil;Minorista;755;194;18;180.28;8.46;31;4;3.67;0.04;0;0;4.5;0
454;22;Loja;Minorista;721;69;7;74.79;9.95;61;9;4.41;0.49;0;1;4.0;1
455;22;Quito;Minorista;42;1;2;20.95;9.97;57;13;3.17;0.25;0;0;4.7;1
456;22;Quito;Mayorista;1157;162;6;947.95;140.31;50;7;1.44;0.0;0;0;4.1;0
457;49;Ambato;Mayorista;757;122;1;114.6;102.73;87;6;1.53;0.23;0;0;4.9;1
458;35;Loja;Mayorista;1358;446;3;219.22;75.25;69;3;3.1;0.76;1;0;4.2;0
459;50;Guayaquil;Mayorista;1206;194;2;291.16;130.13;81;6;0.12;0.34;1;0;4.6;1
460;35;Ambato;Minorista;1126;86;1;38.13;32.78;17;13;3.26;0.56;1;0;5.0;0
461;38;Ambato;Minorista;888;101;2;26.38;15.84;80;9;2.94;0.3;0;1;3.7;1
462;41;Loja;Minorista;1336;163;5;41.47;8.57;53;8;1.69;0.56;1;1;4.5;0
463;62;Cuenca;Mayorista;1079;124;4;457.07;98.31;71;9;1.45;0.13;0;0;4.3;0
464;41;Loja;Minorista;1162;124;4;134.08;32.93;59;10;3.61;0.66;1;0;4.1;0
465;59;Loja;Minorista;115;11;0;0.0;26.01;87;14;1.36;0.88;0;0;4.8;1
466;40;Guayaquil;Minorista;88;7;4;50.28;10.93;66;11;1.83;0.51;1;0;4.7;0
467;26;Cuenca;Minorista;424;38;2;46.45;26.36;53;16;4.64;0.75;0;0;4.4;1
468;61;Guayaquil;Minorista;847;67;1;17.77;20.15;78;13;4.82;0.3;1;0;4.8;1
469;34;Guayaquil;Mayorista;584;198;22;1933.09;73.96;15;3;3.02;0.02;0;0;4.2;0
470;44;Quito;Minorista;879;80;6;201.7;28.72;35;11;0.12;0.79;1;0;4.4;0
471;62;Quito;Minorista;338;61;16;362.0;22.05;5;5;1.89;0.02;0;1;3.8;0
472;45;Ambato;Mayorista;82;24;30;2866.31;119.19;7;3;0.4;0.97;0;0;4.5;0
473;28;Ambato;Minorista;901;51;0;0.0;13.06;48;18;2.13;0.09;0;0;4.3;1
474;57;Quito;Minorista;1127;166;4;117.6;25.91;28;7;2.06;0.85;0;0;4.4;0
475;35;Cuenca;Minorista;1485;114;6;137.63;20.22;40;13;3.99;0.96;1;0;4.9;0
476;61;Manta;Minorista;1180;119;8;73.89;9.69;27;10;1.16;0.1;1;1;3.9;0
477;40;Quito;Minorista;1472;85;0;0.0;29.14;46;16;3.84;0.49;0;0;4.6;1
478;45;Cuenca;Mayorista;1132;60;4;515.4;118.06;47;18;1.17;0.19;0;0;4.0;0
479;38;Manta;Minorista;1250;102;2;17.9;10.2;13;12;3.32;0.95;0;1;3.4;0
480;70;Ambato;Minorista;247;34;5;109.26;25.95;30;9;3.85;0.81;1;0;5.0;0
481;39;Loja;Minorista;872;129;3;27.79;9.01;64;7;2.21;0.92;1;0;4.1;0
482;42;Manta;Minorista;693;77;8;167.72;20.3;31;9;1.26;0.5;1;1;3.8;0
483;40;Cuenca;Minorista;1323;97;4;31.46;8.75;54;14;5.37;0.46;1;0;4.4;0
484;25;Quito;Minorista;1006;66;3;94.98;34.75;81;16;0.01;0.44;1;0;4.5;0
485;46;Guayaquil;Minorista;1167;120;1;24.91;28.2;38;10;1.64;0.21;0;0;4.4;1
486;29;Loja;Mayorista;1156;385;18;1286.46;76.48;43;3;1.43;0.73;1;1;4.1;0
487;43;Cuenca;Minorista;785;65;1;26.32;24.68;56;12;2.48;0.38;1;0;3.8;1
488;25;Quito;Minorista;1432;113;5;133.94;22.56;37;12;1.62;0.55;1;0;4.5;0
489;66;Manta;Minorista;1043;73;6;91.64;14.22;7;14;2.2;0.98;1;1;4.3;0
490;35;Manta;Minorista;74;4;3;109.79;33.56;59;9;2.18;0.8;0;1;3.4;0
491;54;Cuenca;Mayorista;901;300;20;2583.03;108.7;19;3;4.1;0.11;1;1;4.7;0
492;29;Loja;Minorista;1191;127;6;174.28;34.08;49;9;2.19;0.22;0;1;4.0;0
493;24;Ambato;Minorista;919;157;3;87.19;32.93;57;6;0.93;0.87;1;1;4.2;0
494;19;Loja;Minorista;1412;137;1;36.3;33.91;66;10;2.8;0.74;0;0;4.7;0
495;30;Ambato;Minorista;258;17;0;0.0;32.98;88;15;1.68;0.5;0;0;4.0;1
496;66;Loja;Minorista;194;16;0;0.0;10.33;73;13;1.1;0.44;0;0;4.5;1
497;54;Quito;Minorista;369;48;2;14.69;8.04;78;7;0.4;0.88;0;0;4.6;1
498;22;Guayaquil;Mayorista;1059;355;3;458.04;149.7;89;3;0.99;0.64;1;1;3.9;0
499;37;Loja;Minorista;442;17;1;31.62;31.59;89;16;2.8;0.44;0;0;4.4;1
500;41;Manta;Minorista;780;44;7;184.9;32.54;48;17;2.86;0.45;0;0;4.6;0
501;37;Loja;Minorista;477;46;2;71.86;32.29;74;12;1.81;0.2;0;1;3.7;1
502;32;Guayaquil;Minorista;887;60;0;0.0;21.1;70;14;1.99;0.81;0;0;4.7;1
503;67;Loja;Minorista;580;32;4;94.5;25.26;31;17;4.98;0.91;0;0;5.0;0
504;32;Cuenca;Minorista;840;109;3;58.21;21.43;63;8;1.5;0.89;1;0;4.7;0
505;35;Loja;Minorista;623;75;0;0.0;16.66;84;8;1.9;0.3;1;0;4.3;1
506;40;Manta;Minorista;178;7;6;125.02;18.65;22;16;3.56;0.87;0;0;4.0;0
507;48;Quito;Minorista;340;30;6;137.1;28.31;24;13;2.06;0.52;0;0;3.9;0
508;60;Cuenca;Minorista;416;72;7;177.82;23.17;32;6;1.04;0.81;1;0;5.0;0
509;56;Cuenca;Minorista;996;161;10;136.59;15.21;34;6;3.02;0.23;0;0;4.8;0
510;29;Manta;Minorista;903;111;3;72.81;27.04;83;8;5.41;0.89;0;1;3.7;0
511;34;Guayaquil;Minorista;221;18;5;83.37;20.8;61;10;2.69;0.01;1;0;4.6;0
512;42;Ambato;Minorista;1455;207;7;74.67;12.62;48;7;3.8;0.48;0;1;4.1;0
513;64;Cuenca;Minorista;470;53;1;7.88;8.04;64;9;2.19;0.84;0;1;4.1;1
514;23;Loja;Minorista;1340;149;4;122.61;34.33;58;9;2.08;0.11;1;1;4.3;0
515;29;Ambato;Minorista;1005;102;7;79.71;11.73;29;10;0.46;0.55;0;0;4.7;0
516;58;Cuenca;Minorista;575;46;2;28.88;16.99;61;13;2.88;0.26;1;1;3.7;1
517;60;Cuenca;Minorista;1422;114;4;88.24;19.7;28;12;0.7;0.74;1;1;4.1;0
518;65;Ambato;Mayorista;998;196;7;1253.12;172.29;54;5;3.14;0.93;1;1;4.2;0
519;19;Quito;Mayorista;379;91;2;231.96;98.78;76;4;3.75;0.36;0;0;4.1;1
520;37;Ambato;Minorista;818;70;6;122.46;21.89;26;13;1.9;0.51;1;0;4.9;0
521;43;Quito;Minorista;1412;118;3;53.87;15.43;70;12;0.73;0.63;1;0;4.6;0
522;59;Loja;Minorista;710;62;0;0.0;12.85;89;12;2.5;0.08;0;0;4.7;1
523;51;Loja;Minorista;485;34;1;25.34;28.72;54;11;3.55;0.32;0;1;4.0;1
524;28;Manta;Minorista;1306;65;7;128.07;18.36;20;16;0.75;0.2;1;0;4.3;0
525;20;Quito;Minorista;1289;100;0;0.0;28.39;62;13;4.33;0.53;1;0;4.6;1
526;21;Cuenca;Mayorista;680;226;3;306.44;93.81;76;3;2.96;0.51;1;0;4.9;0
527;36;Guayaquil;Minorista;910;226;2;68.64;29.92;66;4;2.47;0.67;1;0;4.8;0
528;30;Ambato;Minorista;987;97;11;114.18;10.51;8;10;2.86;0.41;0;2;3.8;0
529;50;Quito;Minorista;984;51;1;13.91;13.37;45;18;5.0;0.06;1;1;3.8;1
530;69;Manta;Mayorista;1141;384;14;1371.96;99.08;46;3;1.89;0.85;0;0;5.0;0
531;39;Guayaquil;Minorista;1184;66;2;30.62;14.38;67;19;3.17;0.39;0;1;4.2;1
532;54;Cuenca;Mayorista;916;301;27;1447.58;61.86;3;3;4.36;0.02;1;0;4.8;0
533;45;Quito;Mayorista;952;75;2;352.25;163.05;38;12;3.82;0.4;0;0;4.5;1
534;53;Ambato;Minorista;1409;125;4;110.8;30.58;75;12;4.54;0.66;1;0;3.6;0
535;28;Guayaquil;Minorista;1373;111;2;45.46;20.08;49;12;2.88;0.3;0;0;4.1;1
536;50;Ambato;Minorista;1439;132;2;32.92;20.42;58;11;1.9;0.63;0;0;3.8;0
537;36;Manta;Minorista;101;14;0;0.0;24.83;87;7;0.15;0.5;0;0;4.4;1
538;49;Ambato;Minorista;748;53;5;45.09;8.5;19;12;0.68;0.09;1;0;4.9;0
539;45;Loja;Minorista;606;56;4;93.44;25.66;63;10;1.92;0.97;1;0;4.5;0
540;37;Ambato;Minorista;1388;109;3;73.12;27.55;39;13;2.88;0.16;0;2;3.2;1
541;59;Ambato;Minorista;410;28;4;79.19;23.77;61;15;2.45;0.77;1;0;4.7;0
542;24;Ambato;Mayorista;783;140;10;1296.68;118.37;23;6;2.89;0.67;0;1;4.4;0
543;38;Guayaquil;Minorista;380;31;6;107.94;21.65;35;12;2.83;0.31;0;0;4.8;0
544;60;Guayaquil;Mayorista;411;93;0;0.0;147.59;84;4;4.24;0.71;0;0;4.9;1
545;23;Loja;Minorista;889;67;3;71.06;28.24;43;13;3.55;0.48;1;0;3.6;0
